uid,pop_key,focal_population,focal_population_label,reference_population,reference_population_label,statistic,chromosome,rank,epicenter,epicenter_seqid,epicenter_coord,focus_start,focus_start_seqid,focus_start_coord,focus_end,focus_end_seqid,focus_end_coord,peak_start,peak_start_seqid,peak_start_coord,peak_end,peak_end_seqid,peak_end_coord,delta_aic,delta_aic_left,delta_aic_right,min_flank_delta_aic,max_value,max_percentile,overlapping_genes,known_loci
XPEHH/AOM.GWA/3/1,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,3,1,44440000,3R,44440000,44320000,3R,44320000,44480000,3R,44480000,43074476,3R,43074476,44768920,3R,44768920,253.48959350585938,177.69253540039062,73.14186096191406,73.14186096191406,5.155909204390698,0.9934441225796615,AGAP009850 AGAP009851 AGAP009852 AGAP009853 AGAP009854 AGAP009855 AGAP009856 AGAP009857 AGAP009858,
H12/GNS/3/2,GNS,GNS,Guinea *An. gambiae*,,,H12,3,2,4860000,3R,4860000,4600000,3R,4600000,5060000,3R,5060000,4020001,3R,4020001,5440000,3R,5440000,253.0209503173828,170.4139404296875,96.83134460449219,96.83134460449219,0.06399583766909467,0.7723540960199893,AGAP028427 AGAP008033 AGAP013760 AGAP008034 AGAP008035 AGAP008036 AGAP008037 AGAP008039 AGAP008040 AGAP008041 AGAP008042 AGAP008043 AGAP008044 AGAP008045 AGAP013736 AGAP008046 AGAP013713 AGAP008047 AGAP008048 AGAP008049 AGAP008050 AGAP008051 AGAP008052 AGAP008053 AGAP008054 AGAP008055 AGAP008056 AGAP029127 AGAP008059 AGAP008060 AGAP008061 AGAP008062 AGAP008063 AGAP008064 AGAP008065 AGAP013757 AGAP008067 AGAP028713 AGAP028712 AGAP028714 AGAP028715,
XPEHH/CMS.UGS/3/2,CMS.UGS,CMS,Cameroon *An. gambiae*,UGS,Uganda *An. gambiae*,XPEHH,3,2,80160000,3L,26959316,80140000,3L,26939316,80180000,3L,26979316,79997867,3L,26797183,80251654,3L,27050970,252.64566040039062,186.62510681152344,199.02352905273438,186.62510681152344,9.465835636987215,0.9979538479026941,AGAP011538 AGAP011539 AGAP011540 AGAP011541 AGAP011542,
XPEHH/BFM.BFS/3/1,BFM.BFS,BFM,Burkina Faso *An. coluzzii*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,1,64840000,3L,11639316,64780000,3L,11579316,64860000,3L,11659316,64016554,3L,10815870,65047682,3L,11846998,251.9562530517578,73.14652252197266,211.21957397460938,73.14652252197266,12.779968671937347,1.0,AGAP010830 AGAP010831 AGAP010832 AGAP010833,
XPEHH/CMS.GAS/2/1,CMS.GAS,CMS,Cameroon *An. gambiae*,GAS,Gabon *An. gambiae*,XPEHH,2,1,106980000,2L,45434895,106920000,2L,45374895,107000000,2L,45454895,105808841,2L,44263736,110909430,2L,49364325,250.6643524169922,114.96124267578125,64.3064956665039,64.3064956665039,2.7770312391674725,0.9864758057433916,AGAP007326 AGAP007327,
XPEHH/GAS.BFS/X/1,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,X,1,14240000,X,14240000,14040000,X,14040000,14400000,X,14400000,10234975,X,10234975,15537905,X,15537905,250.38682556152344,109.13780212402344,97.16958618164062,97.16958618164062,4.010636925239747,0.9921927710843373,AGAP000780 AGAP000781 AGAP000782 AGAP000783 AGAP000784 AGAP000785 AGAP000786 AGAP000787 AGAP000788 AGAP013147 AGAP000789 AGAP000790,
XPEHH/UGS.BFS/3/1,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,1,37160000,3R,37160000,37140000,3R,37140000,37220000,3R,37220000,37068110,3R,37068110,37363250,3R,37363250,247.2588348388672,105.7979736328125,134.3701629638672,105.7979736328125,8.019739595880427,0.9958100558659218,AGAP009622 AGAP009623 AGAP009624 AGAP009625,
H12/GAS/3/1,GAS,GAS,Gabon *An. gambiae*,,,H12,3,1,63340000,3L,10139316,62840000,3L,9639316,63400000,3L,10199316,62160685,3L,8960001,63640684,3L,10440000,244.95201110839844,193.28805541992188,63.945335388183594,63.945335388183594,0.09167729591836736,0.9270954990566885,AGAP010744 AGAP010745 AGAP010746 AGAP010748 AGAP010750 AGAP010751 AGAP010752 AGAP010753 AGAP010754 AGAP010755 AGAP010756 AGAP010757 AGAP010758 AGAP010759 AGAP010760 AGAP010761 AGAP010762 AGAP010763 AGAP010764 AGAP010765 AGAP010766 AGAP010767 AGAP010768 AGAP010769 AGAP010770 AGAP010771 AGAP010772 AGAP010773 AGAP010774 AGAP010775 AGAP010776 AGAP010777,
H12/AOM/X/2,AOM,AOM,Angola *An. coluzzii*,,,H12,X,2,14580000,X,14580000,14500000,X,14500000,14600000,X,14600000,13720001,X,13720001,18060000,X,18060000,243.3634796142578,124.87346649169922,48.282588958740234,48.282588958740234,0.14722222222222225,0.9643305251837246,AGAP000795 AGAP000797,
H12/GAS/X/1,GAS,GAS,Gabon *An. gambiae*,,,H12,X,1,14300000,X,14300000,13920000,X,13920000,14440000,X,14440000,12060001,X,12060001,16920000,X,16920000,243.03179931640625,115.0246810913086,145.76446533203125,115.0246810913086,0.4280931122448979,0.9998652412182194,AGAP000776 AGAP000777 AGAP000778 AGAP000779 AGAP000780 AGAP000781 AGAP000782 AGAP000783 AGAP000784 AGAP000785 AGAP000786 AGAP000787 AGAP000788 AGAP013147 AGAP000789 AGAP000790 AGAP000791 AGAP000792 AGAP000793,
XPEHH/AOM.GWA/X/1,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,X,1,4360000,X,4360000,4340000,X,4340000,4380000,X,4380000,4181529,X,4181529,4477793,X,4477793,242.8817901611328,132.12152099609375,121.24761962890625,121.24761962890625,6.520500120318937,0.9998475377344107,AGAP000232 AGAP000233,
XPEHH/CMS.GAS/2/2,CMS.GAS,CMS,Cameroon *An. gambiae*,GAS,Gabon *An. gambiae*,XPEHH,2,2,41280000,2R,41280000,41220000,2R,41220000,41320000,2R,41320000,41006367,2R,41006367,42345352,2R,42345352,236.36709594726562,123.22005462646484,117.79029083251953,117.79029083251953,4.016615922200463,0.9992974444542022,AGAP003658 AGAP003660 AGAP003661,
H12/AOM/2/6,AOM,AOM,Angola *An. coluzzii*,,,H12,2,6,28460000,2R,28460000,28440000,2R,28440000,28480000,2R,28480000,28380001,2R,28380001,28660000,2R,28660000,235.83450317382812,84.95575714111328,218.55836486816406,84.95575714111328,0.224161186264046,0.9784011471589891,AGAP002859,Cyp6p
IHS/BFS/3/3,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,3,3,32760000,3R,32760000,32440000,3R,32440000,32880000,3R,32880000,31397341,3R,31397341,33325993,3R,33325993,235.3319091796875,118.46124267578125,101.59402465820312,101.59402465820312,4.548962846153286,0.9694927536231884,AGAP009416 AGAP009417 AGAP009418 AGAP009419 AGAP009420 AGAP009424,
XPEHH/CMS.GAS/3/2,CMS.GAS,CMS,Cameroon *An. gambiae*,GAS,Gabon *An. gambiae*,XPEHH,3,2,28280000,3R,28280000,28260000,3R,28260000,28320000,3R,28320000,28150217,3R,28150217,28813713,3R,28813713,232.8890380859375,83.54181671142578,144.78529357910156,83.54181671142578,4.459438720976696,0.9997365416703258,,
XPEHH/BFM.GWA/3/2,BFM.GWA,BFM,Burkina Faso *An. coluzzii*,GWA,Guinea Bissau,XPEHH,3,2,64840000,3L,11639316,64800000,3L,11599316,64860000,3L,11659316,63598560,3L,10397876,65145674,3L,11944990,230.70948791503906,80.7231674194336,197.0367431640625,80.7231674194336,13.269562462491288,0.9996883116883117,AGAP010830 AGAP010831 AGAP010832 AGAP010833,
IHS/AOM/2/2,AOM,AOM,Angola *An. coluzzii*,,,IHS,2,2,8200000,2R,8200000,8160000,2R,8160000,8280000,2R,8280000,7928829,2R,7928829,9294117,2R,9294117,230.51145935058594,90.25585174560547,132.52984619140625,90.25585174560547,5.013600414584436,0.9966143977191732,AGAP001679 AGAP001680 AGAP001681 AGAP001682 AGAP001683,
H12/GNS/3/3,GNS,GNS,Guinea *An. gambiae*,,,H12,3,3,80160000,3L,26959316,80140000,3L,26939316,80180000,3L,26979316,79940685,3L,26740001,80240684,3L,27040000,229.50906372070312,168.50379943847656,163.05636596679688,163.05636596679688,0.14776274713839752,0.9442263073353561,AGAP011538 AGAP011539 AGAP011540 AGAP011541 AGAP011542,
XPEHH/AOM.GWA/X/2,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,X,2,15080000,X,15080000,14500000,X,14500000,15180000,X,15180000,13990831,X,13990831,15646816,X,15646816,228.2421417236328,156.9822540283203,70.32767486572266,70.32767486572266,4.620923625413782,0.9852111602378412,AGAP000795 AGAP000797 AGAP000798 AGAP000801 AGAP000803 AGAP000804 AGAP000805 AGAP000806 AGAP000807 AGAP000808 AGAP013022 AGAP000809 AGAP000810 AGAP000812 AGAP000813 AGAP000814 AGAP000815 AGAP000817 AGAP000816 AGAP013474 AGAP013173 AGAP013424 AGAP012997,
XPEHH/UGS.GWA/2/3,UGS.GWA,UGS,Uganda *An. gambiae*,GWA,Guinea Bissau,XPEHH,2,3,51020000,2R,51020000,50960000,2R,50960000,51100000,2R,51100000,48863772,2R,48863772,53733741,2R,53733741,225.40631103515625,155.1240997314453,78.24710083007812,78.24710083007812,3.8958094231732283,0.9021148622429181,AGAP004160 AGAP004161 AGAP004162 AGAP004163 AGAP004164 AGAP004165 AGAP004166 AGAP004167 AGAP004169,
H12/AOM/2/7,AOM,AOM,Angola *An. coluzzii*,,,H12,2,7,34120000,2R,34120000,34040000,2R,34040000,34220000,2R,34220000,33580001,2R,33580001,36260000,2R,36260000,222.36746215820312,138.12039184570312,93.95565795898438,93.95565795898438,0.13472222222222222,0.9611937623229969,AGAP003226 AGAP003227 AGAP003228 AGAP003229 AGAP003230 AGAP003231 AGAP003232 AGAP013304 AGAP003233,
IHS/BFS/2/7,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,2,7,103880000,2L,42334895,103860000,2L,42314895,104000000,2L,42454895,103790887,2L,42245782,104234101,2L,42688996,222.01544189453125,43.25383377075195,192.74151611328125,43.25383377075195,4.167865977875988,0.9549275362318841,AGAP007086 AGAP007087 AGAP007088 AGAP007089 AGAP007090,
IHS/BFS/2/6,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,2,6,107640000,2L,46094895,107580000,2L,46034895,107760000,2L,46214895,107136879,2L,45591774,107916208,2L,46371103,221.4778594970703,81.72238159179688,172.7732696533203,81.72238159179688,4.305231530395387,0.9617391304347827,AGAP007358 AGAP007359 AGAP007361 AGAP007362 AGAP007363 AGAP007364 AGAP007365 AGAP007366 AGAP007367 AGAP007368 AGAP007369 AGAP007370 AGAP007371 AGAP007372 AGAP007373 AGAP007374 AGAP007375 AGAP013291 AGAP007376 AGAP007377 AGAP007378 AGAP013544 AGAP007379 AGAP007380 AGAP007381 AGAP007382,
H12/BFM/X/2,BFM,BFM,Burkina Faso *An. coluzzii*,,,H12,X,2,9240000,X,9240000,9220000,X,9220000,9260000,X,9260000,9080001,X,9080001,9340000,X,9340000,221.38729858398438,161.6741180419922,129.89097595214844,129.89097595214844,0.17343893480257114,0.9692129216491165,AGAP000519,
XPEHH/GAS.BFS/3/1,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,1,26680000,3R,26680000,26640000,3R,26640000,26800000,3R,26800000,26080879,3R,26080879,26831700,3R,26831700,220.98992919921875,174.51548767089844,51.25210952758789,51.25210952758789,4.1272906335456145,0.9947951807228915,,
IHS/BFM/3/2,BFM,BFM,Burkina Faso *An. coluzzii*,,,IHS,3,2,10060000,3R,10060000,10040000,3R,10040000,10100000,3R,10100000,9986899,3R,9986899,10296401,3R,10296401,220.33071899414062,44.78955841064453,195.32083129882812,44.78955841064453,4.469380248859021,0.9492658716481699,AGAP008360 AGAP008362 AGAP008363 AGAP008364 AGAP008366 AGAP008368 AGAP008369 AGAP008370 AGAP008371 AGAP008372 AGAP008373,
IHS/BFM/3/3,BFM,BFM,Burkina Faso *An. coluzzii*,,,IHS,3,3,18900000,3R,18900000,18600000,3R,18600000,19000000,3R,19000000,17650803,3R,17650803,19914906,3R,19914906,215.13848876953125,98.31986999511719,138.91184997558594,98.31986999511719,4.726344622635893,0.9611911491004342,AGAP028559 AGAP008823 AGAP008824 AGAP008825 AGAP008826,
XPEHH/UGS.BFS/3/2,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,2,43960000,3R,43960000,43920000,3R,43920000,43980000,3R,43980000,43725296,3R,43725296,44077267,3R,44077267,214.96688842773438,212.9691925048828,45.49833297729492,45.49833297729492,8.594405400422197,0.997032122905028,AGAP009828,
XPEHH/BFS.BFM/X/2,BFS.BFM,BFS,Burkina Faso *An. gambiae*,BFM,Burkina Faso *An. coluzzii*,XPEHH,X,2,9680000,X,9680000,9660000,X,9660000,9700000,X,9700000,9606032,X,9606032,9892168,X,9892168,214.77540588378906,53.623592376708984,249.4119110107422,53.623592376708984,3.189923814581579,0.8803226275250691,AGAP000540 AGAP000541 AGAP013055,
IHS/AOM/2/3,AOM,AOM,Angola *An. coluzzii*,,,IHS,2,3,34120000,2R,34120000,33940000,2R,33940000,34440000,2R,34440000,33606826,2R,33606826,35773274,2R,35773274,213.4609375,93.78546905517578,122.99455261230469,93.78546905517578,5.177502174290953,0.9975944404846757,AGAP003212 AGAP003213 AGAP003214 AGAP003215 AGAP003216 AGAP003217 AGAP003218 AGAP003219 AGAP003220 AGAP003221 AGAP003222 AGAP003224 AGAP003225 AGAP003226 AGAP003227 AGAP003228 AGAP003229 AGAP003230 AGAP003231 AGAP003232 AGAP013304 AGAP003233 AGAP003235 AGAP003236 AGAP003237 AGAP003238 AGAP003239 AGAP003240 AGAP003241 AGAP003242 AGAP003243 AGAP003244,
H12/UGS/3/4,UGS,UGS,Uganda *An. gambiae*,,,H12,3,4,18860000,3R,18860000,18780000,3R,18780000,19000000,3R,19000000,18460001,3R,18460001,19200000,3R,19200000,210.17437744140625,89.44699096679688,148.4639434814453,89.44699096679688,0.03892921104722405,0.7239378793288112,AGAP008824 AGAP008825 AGAP008826,
H12/GWA/2/3,GWA,GWA,Guinea Bissau,,,H12,2,3,72820000,2L,11274895,72780000,2L,11234895,72880000,2L,11334895,72645106,2L,11100001,73165105,2L,11620000,208.12249755859375,101.06925201416016,130.36708068847656,101.06925201416016,0.22991493383742906,0.9811708013564162,AGAP005165 AGAP005169 AGAP005170,
XPEHH/GWA.UGS/3/2,GWA.UGS,GWA,Guinea Bissau,UGS,Uganda *An. gambiae*,XPEHH,3,2,6320000,3R,6320000,6280000,3R,6280000,6340000,3R,6340000,5800793,3R,5800793,6448946,3R,6448946,206.99993896484375,141.68572998046875,124.94879150390625,124.94879150390625,6.874110475435072,0.9989236461486714,AGAP008163 AGAP008164 AGAP008165 AGAP008166 AGAP008167 AGAP013740 AGAP013774 AGAP008168,
H12/UGS/3/5,UGS,UGS,Uganda *An. gambiae*,,,H12,3,5,36700000,3R,36700000,36460000,3R,36460000,37520000,3R,37520000,35500001,3R,35500001,39280000,3R,39280000,206.06512451171875,145.17698669433594,101.76362609863281,101.76362609863281,0.13370722971062302,0.9397536594073546,AGAP009578 AGAP009579 AGAP009580 AGAP009581 AGAP009582 AGAP009583 AGAP009584 AGAP009585 AGAP009586 AGAP009587 AGAP009588 AGAP009589 AGAP009590 AGAP009591 AGAP009592 AGAP009593 AGAP009594 AGAP009595 AGAP009596 AGAP009597 AGAP028570 AGAP009598 AGAP009599 AGAP009600 AGAP009601 AGAP009602 AGAP009603 AGAP009604 AGAP009605 AGAP009606 AGAP009607 AGAP009608 AGAP009609 AGAP009610 AGAP009611 AGAP009612 AGAP009613 AGAP009614 AGAP009615 AGAP009616 AGAP009617 AGAP009618 AGAP009619 AGAP009620 AGAP009621 AGAP009622 AGAP009623 AGAP009624 AGAP009625 AGAP009626 AGAP009627 AGAP009628 AGAP009629 AGAP028743 AGAP028742 AGAP009631 AGAP009632 AGAP009633 AGAP009634 AGAP009635 AGAP028571 AGAP009636 AGAP009637 AGAP009638 AGAP009639 AGAP009640 AGAP009641 AGAP009642 AGAP009643 AGAP009644 AGAP009645,
XPEHH/BFS.GWA/2/4,BFS.GWA,BFS,Burkina Faso *An. gambiae*,GWA,Guinea Bissau,XPEHH,2,4,66660000,2L,5114895,66460000,2L,4914895,66780000,2L,5234895,66277699,2L,4732594,67040637,2L,5495532,205.0572509765625,122.83805084228516,44.792213439941406,44.792213439941406,3.98588617101073,0.934375,AGAP004881 AGAP004882 AGAP004883 AGAP004884 AGAP004885 AGAP004886 AGAP004887 AGAP004888 AGAP004889 AGAP004890 AGAP004891 AGAP004892 AGAP004893,
XPEHH/UGS.BFS/X/1,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,X,1,15100000,X,15100000,14960000,X,14960000,15320000,X,15320000,14237658,X,14237658,16720296,X,16720296,204.50277709960938,63.96746826171875,123.41028594970703,63.96746826171875,3.5868820135751807,0.8977828212290503,AGAP000817 AGAP000816 AGAP013474 AGAP013173 AGAP013424 AGAP012997 AGAP000818 AGAP000819 AGAP000820 AGAP000821 AGAP000822,Cyp9k1
XPEHH/UGS.CMS/3/3,UGS.CMS,UGS,Uganda *An. gambiae*,CMS,Cameroon *An. gambiae*,XPEHH,3,3,6380000,3R,6380000,6360000,3R,6360000,6400000,3R,6400000,6258342,3R,6258342,6513033,3R,6513033,201.27720642089844,228.9949188232422,185.88377380371094,185.88377380371094,10.457039787743584,0.9987787693752935,AGAP008169 AGAP008170 AGAP028664 AGAP028663 AGAP028692 AGAP028691 AGAP008173 AGAP013765 AGAP008174 AGAP008175 AGAP008176 AGAP008177 AGAP028550,
IHS/BFS/3/4,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,3,4,20860000,3R,20860000,20800000,3R,20800000,20920000,3R,20920000,20576407,3R,20576407,20988614,3R,20988614,199.136962890625,86.212158203125,157.61451721191406,86.212158203125,3.7735759784785476,0.9284782608695652,AGAP008918 AGAP028004 AGAP008919,
XPEHH/BFS.GWA/2/5,BFS.GWA,BFS,Burkina Faso *An. gambiae*,GWA,Guinea Bissau,XPEHH,2,5,40800000,2R,40800000,40780000,2R,40780000,40820000,2R,40820000,40674338,2R,40674338,41311925,2R,41311925,195.5294952392578,74.80551147460938,114.80901336669922,74.80551147460938,4.134608657617386,0.9398214285714286,AGAP003632 AGAP003633 AGAP003635 AGAP003636,
XPEHH/CMS.GAS/2/3,CMS.GAS,CMS,Cameroon *An. gambiae*,GAS,Gabon *An. gambiae*,XPEHH,2,3,28600000,2R,28600000,28560000,2R,28560000,28800000,2R,28800000,28459817,2R,28459817,28912435,2R,28912435,191.5121612548828,86.64640808105469,128.40260314941406,86.64640808105469,5.238490518490992,1.0,AGAP002875 AGAP013244 AGAP002876 AGAP002877 AGAP002878 AGAP002879 AGAP002880 AGAP002881 AGAP002883 AGAP013115 AGAP002884 AGAP002885,
IHS/CMS/3/2,CMS,CMS,Cameroon *An. gambiae*,,,IHS,3,2,42520000,3R,42520000,42500000,3R,42500000,42660000,3R,42660000,38966342,3R,38966342,46516539,3R,46516539,191.08212280273438,86.21295928955078,35.14756774902344,35.14756774902344,3.763690827183141,0.9106611921279909,AGAP009768,
XPEHH/BFM.BFS/2/3,BFM.BFS,BFM,Burkina Faso *An. coluzzii*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,3,96660000,2L,35114895,96600000,2L,35054895,96720000,2L,35174895,96375704,2L,34830599,97248929,2L,35703824,190.59095764160156,93.7823257446289,120.82308197021484,93.7823257446289,3.790702644932417,0.931553874176825,AGAP006634,
IHS/BFM/3/4,BFM,BFM,Burkina Faso *An. coluzzii*,,,IHS,3,4,73040000,3L,19839316,73020000,3L,19819316,73100000,3L,19899316,72893071,3L,19692387,73233788,3L,20033104,188.687744140625,174.0935516357422,56.549102783203125,56.549102783203125,4.857138317659002,0.9665678637898946,AGAP011230 AGAP011231 AGAP011232 AGAP011233 AGAP011234 AGAP028622,
IHS/BFS/3/6,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,3,6,80140000,3L,26939316,80120000,3L,26919316,80160000,3L,26959316,79994142,3L,26793458,80257029,3L,27056345,187.17933654785156,138.46429443359375,116.17515563964844,116.17515563964844,4.419710186451849,0.966304347826087,AGAP011537 AGAP028430 AGAP011538 AGAP011539 AGAP011540 AGAP011541,
XPEHH/BFM.GWA/X/2,BFM.GWA,BFM,Burkina Faso *An. coluzzii*,GWA,Guinea Bissau,XPEHH,X,2,9220000,X,9220000,9200000,X,9200000,9240000,X,9240000,9126313,X,9126313,9381971,X,9381971,186.91592407226562,102.09313201904297,121.98638916015625,102.09313201904297,2.493356601286728,0.7167792207792207,AGAP000519,
IHS/CMS/3/3,CMS,CMS,Cameroon *An. gambiae*,,,IHS,3,3,80140000,3L,26939316,80120000,3L,26919316,80160000,3L,26959316,79968250,3L,26767566,80248244,3L,27047560,186.77684020996094,131.07852172851562,126.40467071533203,126.40467071533203,3.9489744173474355,0.9298456746425032,AGAP011537 AGAP028430 AGAP011538 AGAP011539 AGAP011540 AGAP011541,
H12/AOM/X/3,AOM,AOM,Angola *An. coluzzii*,,,H12,X,3,19340000,X,19340000,19300000,X,19300000,19520000,X,19520000,17120001,X,17120001,22080000,X,22080000,183.7895050048828,138.0339813232422,60.61247634887695,60.61247634887695,0.14972222222222226,0.9647786341638287,AGAP001011 AGAP001012 AGAP001013 AGAP001014 AGAP001015,
XPEHH/GAS.GWA/2/3,GAS.GWA,GAS,Gabon *An. gambiae*,GWA,Guinea Bissau,XPEHH,2,3,76900000,2L,15354895,76800000,2L,15254895,77100000,2L,15554895,75133948,2L,13588843,79988031,2L,18442926,183.57774353027344,93.54312133789062,105.65387725830078,93.54312133789062,3.3382299461909706,0.9558730560121381,AGAP005411 AGAP005412 AGAP005413 AGAP005414 AGAP005415 AGAP005416 AGAP005417 AGAP005418 AGAP005419 AGAP005420 AGAP005421 AGAP005422 AGAP005423 AGAP005424 AGAP013197 AGAP005425 AGAP005427 AGAP005428 AGAP005429 AGAP005430 AGAP005431 AGAP005432 AGAP005433 AGAP005434 AGAP028445 AGAP005435 AGAP005437 AGAP005438 AGAP005440 AGAP005444 AGAP005445 AGAP005446 AGAP005447 AGAP005448,
XPEHH/BFS.UGS/X/3,BFS.UGS,BFS,Burkina Faso *An. gambiae*,UGS,Uganda *An. gambiae*,XPEHH,X,3,9680000,X,9680000,9660000,X,9660000,9700000,X,9700000,9599118,X,9599118,9875274,X,9875274,183.31063842773438,55.57353591918945,239.93377685546875,55.57353591918945,4.182853766697872,0.9781815934235738,AGAP000540 AGAP000541 AGAP013055,
XPEHH/AOM.GWA/2/2,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,2,2,67860000,2L,6314895,67800000,2L,6254895,67980000,2L,6434895,60149813,2R,60149813,68996266,2L,7451161,182.12010192871094,30.06721305847168,96.67718505859375,30.06721305847168,4.032422965868816,0.9713370940692179,AGAP004940 AGAP004941 AGAP004942,
IHS/BFM/3/5,BFM,BFM,Burkina Faso *An. coluzzii*,,,IHS,3,5,76400000,3L,23199316,76360000,3L,23159316,76420000,3L,23219316,76251008,3L,23050324,76947597,3L,23746913,178.17189025878906,74.29657745361328,124.81861877441406,74.29657745361328,3.7878005897032514,0.8923278417315779,AGAP011384,
IHS/AOM/X/1,AOM,AOM,Angola *An. coluzzii*,,,IHS,X,1,4300000,X,4300000,4280000,X,4280000,4360000,X,4360000,4197816,X,4197816,4614042,X,4614042,178.1193389892578,72.99823760986328,131.08863830566406,72.99823760986328,5.991737050768126,0.999376336421953,AGAP000228 AGAP000230 AGAP012975 AGAP000232,
XPEHH/GAS.BFS/3/2,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,2,620000,3R,620000,520000,3R,520000,680000,3R,680000,64516,3R,64516,797806,3R,797806,178.0124053955078,55.03397750854492,57.877864837646484,55.03397750854492,5.205936943687523,1.0,AGAP007771 AGAP007772 AGAP007773 AGAP007774 AGAP007775 AGAP007776,
XPEHH/GWA.BFM/2/3,GWA.BFM,GWA,Guinea Bissau,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,3,93520000,2L,31974895,93480000,2L,31934895,93560000,2L,32014895,93305346,2L,31760241,93608697,2L,32063592,175.64492797851562,123.45777130126953,88.4225082397461,88.4225082397461,5.379726121274573,0.9962070327933623,AGAP006439 AGAP006440,
XPEHH/AOM.BFM/2/4,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,4,95060000,2L,33514895,95000000,2L,33454895,95140000,2L,33594895,94805506,2L,33260401,96079720,2L,34534615,173.35548400878906,114.5511245727539,88.00003814697266,88.00003814697266,4.842383814731284,0.9880427942101951,AGAP006514,
H12/AOM/3/1,AOM,AOM,Angola *An. coluzzii*,,,H12,3,1,58880000,3L,5679316,58840000,3L,5639316,59020000,3L,5819316,58340685,3L,5140001,61060684,3L,7860000,173.09246826171875,31.35524559020996,97.99109649658203,31.35524559020996,0.0997222222222222,0.9425524287506721,AGAP010530 AGAP010531 AGAP010534 AGAP010535 AGAP010536,
XPEHH/BFM.BFS/2/4,BFM.BFS,BFM,Burkina Faso *An. coluzzii*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,4,72820000,2L,11274895,72660000,2L,11114895,73080000,2L,11534895,72177052,2L,10631947,74126523,2L,12581418,170.7126922607422,65.86136627197266,131.2165985107422,65.86136627197266,3.326623650047397,0.8805520526832002,AGAP005164 AGAP005165 AGAP005166 AGAP005167 AGAP005168 AGAP005169 AGAP005170 AGAP005171 AGAP005172 AGAP005173 AGAP005174 AGAP005175 AGAP005176 AGAP005177 AGAP005178 AGAP005179 AGAP005180 AGAP005181,
H12/AOM/3/2,AOM,AOM,Angola *An. coluzzii*,,,H12,3,2,75640000,3L,22439316,75560000,3L,22359316,75740000,3L,22539316,75340685,3L,22140001,76120684,3L,22920000,169.3885040283203,71.67102813720703,107.87505340576172,71.67102813720703,0.0601388888888889,0.872737049650475,AGAP011374 AGAP011375 AGAP011376 AGAP011377,
XPEHH/AOM.BFM/2/5,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,5,8160000,2R,8160000,8140000,2R,8140000,8240000,2R,8240000,8050802,2R,8050802,8634578,2R,8634578,168.08599853515625,45.28472900390625,126.64816284179688,45.28472900390625,3.403515561115096,0.8899937067337949,AGAP001679 AGAP001680 AGAP001681 AGAP001682,
XPEHH/GWA.BFS/2/3,GWA.BFS,GWA,Guinea Bissau,BFS,Burkina Faso *An. gambiae*,XPEHH,2,3,47780000,2R,47780000,47760000,2R,47760000,47800000,2R,47800000,47643317,2R,47643317,48081627,2R,48081627,167.39309692382812,103.3135986328125,71.79303741455078,71.79303741455078,4.3554535158732035,0.9860355199083357,AGAP004000,
H12/GWA/3/1,GWA,GWA,Guinea Bissau,,,H12,3,1,49580000,3R,49580000,49480000,3R,49480000,49620000,3R,49620000,48800001,3R,48800001,49780000,3R,49780000,165.8223114013672,102.28837585449219,60.80830764770508,60.80830764770508,0.14106805293005673,0.9383366053899697,AGAP010147 AGAP010148 AGAP010149 AGAP010150 AGAP010151 AGAP010152 AGAP010155 AGAP013739 AGAP010156 AGAP013762 AGAP010157 AGAP010158,
